Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                                  10             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                                  10             std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) <cycle 3> [33]
                                  10             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
                                  50             void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) <cycle 3> [17]
                0.00    0.00       5/296         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [82]
                0.00    0.00       5/296         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [232]
                0.00    0.00       5/296         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [58]
                0.00    0.00      20/296         std::vector<int, std::allocator<int> >::_S_use_relocate() [240]
[12]     0.0    0.00    0.00     105+10      std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                0.00    0.00      60/65          std::vector<int, std::allocator<int> >::size() const [15]
                0.00    0.00      10/58          std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [18]
                0.00    0.00       5/16          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
                                  10             unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) <cycle 3> [47]
                                  10             void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) <cycle 3> [17]
                                  10             std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) <cycle 3> [33]
                                  10             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
-----------------------------------------------
                0.00    0.00      20/76          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00      20/76          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00      36/76          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[13]     0.0    0.00    0.00      76         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [13]
                0.00    0.00      20/296         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) <cycle 3> [17]
-----------------------------------------------
                0.00    0.00       1/67          std::vector<bool, std::allocator<bool> >::capacity() const [176]
                0.00    0.00       4/67          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) <cycle 3> [22]
                0.00    0.00       5/67          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [58]
                0.00    0.00      10/67          std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
                0.00    0.00      17/67          std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) <cycle 3> [24]
                0.00    0.00      30/67          std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [222]
[14]     0.0    0.00    0.00      67         std::_Bit_iterator_base::_M_incr(long) [14]
                0.00    0.00       1/1           std::_Bit_iterator_base::_M_bump_down() [131]
-----------------------------------------------
                0.00    0.00       5/65          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [84]
                0.00    0.00      60/65          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
[15]     0.0    0.00    0.00      65         std::vector<int, std::allocator<int> >::size() const [15]
-----------------------------------------------
                0.00    0.00       1/62          std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [73]
                0.00    0.00       1/62          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                0.00    0.00      60/62          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [201]
[16]     0.0    0.00    0.00      62         std::_Bit_iterator::operator+(long) const [16]
                0.00    0.00      35/36          std::_Bit_iterator::operator*() const [23]
-----------------------------------------------
                                  10             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                                  15             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                0.00    0.00       5/296         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [56]
                0.00    0.00       5/296         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [73]
                0.00    0.00       5/296         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [188]
                0.00    0.00      20/296         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [13]
[17]     0.0    0.00    0.00      60         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) <cycle 3> [17]
                                  50             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
-----------------------------------------------
                0.00    0.00       5/58          std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [84]
                0.00    0.00      10/58          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                0.00    0.00      13/58          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                0.00    0.00      15/58          __gnu_cxx::new_allocator<bool>::new_allocator() [157]
                0.00    0.00      15/58          __gnu_cxx::new_allocator<bool>::~new_allocator() [158]
[18]     0.0    0.00    0.00      58         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [18]
                0.00    0.00       2/5           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [83]
-----------------------------------------------
                0.00    0.00       5/52          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [196]
                0.00    0.00       5/52          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [199]
                0.00    0.00      10/52          std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [81]
                0.00    0.00      16/52          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [64]
                0.00    0.00      16/52          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [65]
[19]     0.0    0.00    0.00      52         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [19]
-----------------------------------------------
                                  47             std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) <cycle 1> [29]
                0.00    0.00       1/26          std::_Bit_reference::operator=(std::_Bit_reference const&) [212]
                0.00    0.00       2/26          std::_Bit_reference::operator=(bool) [213]
                0.00    0.00       2/26          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [221]
[20]     0.0    0.00    0.00      52         std::deque<int, std::allocator<int> >::push_back(int const&) <cycle 1> [20]
                0.00    0.00       5/5           int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [89]
                0.00    0.00       5/5           void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [76]
                                   5             std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) <cycle 1> [29]
-----------------------------------------------
                                   1             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                                   1             std::vector<int, std::allocator<int> >::end() <cycle 3> [48]
                                  13             __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() <cycle 3> [49]
                                  26             bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) <cycle 3> [50]
                0.00    0.00       1/296         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [56]
                0.00    0.00       1/296         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [113]
                0.00    0.00       3/296         std::vector<int, std::allocator<int> >::begin() [242]
[21]     0.0    0.00    0.00      45+1       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                0.00    0.00      13/58          std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [18]
                0.00    0.00       3/3           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [99]
                0.00    0.00       2/5           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [83]
                0.00    0.00       1/16          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [38]
                0.00    0.00       1/1           int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [144]
                0.00    0.00       1/62          std::_Bit_iterator::operator+(long) const [16]
                0.00    0.00       1/1           std::_Bit_const_iterator::_M_const_cast() const [122]
                                  15             void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) <cycle 3> [17]
                                   1             std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) <cycle 3> [125]
                                   1             std::allocator<unsigned long>::~allocator() <cycle 3> [105]
                                   1             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
-----------------------------------------------
                                  40             std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) <cycle 3> [24]
                0.00    0.00       1/296         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [214]
                0.00    0.00       4/296         std::_Deque_iterator<int, int&, int*>::difference_type std::operator-<int, int&, int*>(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [61]
[22]     0.0    0.00    0.00      45         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) <cycle 3> [22]
                0.00    0.00       4/67          std::_Bit_iterator_base::_M_incr(long) [14]
                                   4             __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) <cycle 3> [91]
-----------------------------------------------
                0.00    0.00       1/36          std::_Bit_const_iterator::_Bit_const_iterator(std::_Bit_iterator const&) [132]
                0.00    0.00      35/36          std::_Bit_iterator::operator+(long) const [16]
[23]     0.0    0.00    0.00      36         std::_Bit_iterator::operator*() const [23]
-----------------------------------------------
                                   1             std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) <cycle 3> [98]
                                  21             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
                0.00    0.00       2/296         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [159]
                0.00    0.00      12/296         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [279]
[24]     0.0    0.00    0.00      36         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) <cycle 3> [24]
                0.00    0.00      17/67          std::_Bit_iterator_base::_M_incr(long) [14]
                0.00    0.00      15/15          __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [41]
                0.00    0.00       5/20          std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [36]
                                  40             int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) <cycle 3> [22]
                                  12             std::__deque_buf_size(unsigned long) <cycle 3> [55]
                                   2             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
-----------------------------------------------
                                   3             std::vector<bool, std::allocator<bool> >::insert(std::_Bit_const_iterator, unsigned long, bool const&) <cycle 3> [54]
                                   4             std::vector<bool, std::allocator<bool> >::size() const <cycle 3> [42]
                0.00    0.00       2/296         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_map(int**, unsigned long) [107]
                0.00    0.00       4/296         std::_Deque_base<int, std::allocator<int> >::_Deque_base() [92]
                0.00    0.00       4/296         std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [106]
                0.00    0.00       4/296         std::_Deque_base<int, std::allocator<int> >::_M_allocate_map(unsigned long) [186]
                0.00    0.00      11/296         std::vector<bool, std::allocator<bool> >::end() [236]
[25]     0.0    0.00    0.00      32         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) <cycle 3> [25]
                0.00    0.00      12/24          __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [34]
                0.00    0.00       2/2           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [108]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [112]
                                  23             std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() <cycle 3> [28]
                                   2             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
-----------------------------------------------
                0.00    0.00       5/30          frame_dummy [8]
                0.00    0.00       5/30          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00      10/30          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00      10/30          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[26]     0.0    0.00    0.00      30         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [26]
-----------------------------------------------
                0.00    0.00      10/30          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00      10/30          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00      10/30          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[27]     0.0    0.00    0.00      30         std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [27]
-----------------------------------------------
                                   6             std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) <cycle 3> [40]
                                  23             std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) <cycle 3> [25]
[28]     0.0    0.00    0.00      29         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() <cycle 3> [28]
                                  12             std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const <cycle 3> [51]
-----------------------------------------------
                                   5             std::deque<int, std::allocator<int> >::push_back(int const&) <cycle 1> [20]
                0.00    0.00       5/26          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00       5/26          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00       5/26          std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [73]
                0.00    0.00       6/26          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[29]     0.0    0.00    0.00      26         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) <cycle 1> [29]
                                  47             std::deque<int, std::allocator<int> >::push_back(int const&) <cycle 1> [20]
-----------------------------------------------
                                   1             std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() <cycle 3> [93]
                                   5             std::stack<int, std::deque<int, std::allocator<int> > >::empty() const <cycle 3> [79]
                0.00    0.00       1/296         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [203]
                0.00    0.00       1/296         std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [133]
                0.00    0.00       3/296         std::allocator<int>::~allocator() [124]
                0.00    0.00       5/296         std::stack<int, std::deque<int, std::allocator<int> > >::top() [230]
                0.00    0.00       5/296         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [196]
                0.00    0.00       5/296         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [199]
[30]     0.0    0.00    0.00      26         std::vector<bool, std::allocator<bool> >::_M_fill_assign(unsigned long, bool) <cycle 3> [30]
                0.00    0.00       7/7           std::vector<bool, std::allocator<bool> >::begin() [68]
                                   1             std::_Deque_iterator<int, int&, int*>::operator--() <cycle 3> [111]
                                   1             std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() <cycle 3> [93]
-----------------------------------------------
                                  13             std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) <cycle 3> [31]
                                  13             bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) <cycle 3> [50]
                                  13             __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() <cycle 3> [49]
[31]     0.0    0.00    0.00      26+13      std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) <cycle 3> [31]
                0.00    0.00       1/1           std::_Bit_const_iterator::operator*() const [123]
                                  13             bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) <cycle 3> [50]
                                  13             std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) <cycle 3> [31]
-----------------------------------------------
                0.00    0.00       1/25          std::_Bit_reference::operator=(std::_Bit_reference const&) [212]
                0.00    0.00       1/25          std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [221]
                0.00    0.00       3/25          std::_Bit_reference::operator=(bool) [213]
                0.00    0.00       5/25          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00       5/25          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00      10/25          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[32]     0.0    0.00    0.00      25         std::_Vector_base<int, std::allocator<int> >::_Vector_base() [32]
-----------------------------------------------
                                  10             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                0.00    0.00       5/296         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [188]
                0.00    0.00      10/296         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [162]
[33]     0.0    0.00    0.00      25         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) <cycle 3> [33]
                                  10             std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
                                  10             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
-----------------------------------------------
                0.00    0.00      12/24          std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) <cycle 3> [25]
                0.00    0.00      12/24          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [279]
[34]     0.0    0.00    0.00      24         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [34]
-----------------------------------------------
                0.00    0.00       5/21          dfs(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [75]
                0.00    0.00       5/21          dfs_reverse(int, std::vector<bool, std::allocator<bool> >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
                0.00    0.00       5/21          std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [80]
                0.00    0.00       6/21          kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [148]
[35]     0.0    0.00    0.00      21         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [35]
-----------------------------------------------
                0.00    0.00       5/20          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [76]
                0.00    0.00       5/20          std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [188]
                0.00    0.00       5/20          std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
                0.00    0.00       5/20          std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) <cycle 3> [24]
[36]     0.0    0.00    0.00      20         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [36]
-----------------------------------------------
                                   1             std::_Deque_iterator<int, int&, int*>::operator--() <cycle 3> [111]
                0.00    0.00       4/296         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [168]
                0.00    0.00      11/296         std::vector<bool, std::allocator<bool> >::end() [236]
[37]     0.0    0.00    0.00      16         std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl() <cycle 3> [37]
                                  17             std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) <cycle 3> [11]
-----------------------------------------------
                0.00    0.00       1/16          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) <cycle 3> [21]
                0.00    0.00       5/16          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const <cycle 3> [12]
